size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[74093, 73989, 74203, 74123, 74269, 73908, 74058, 74194, 74054, 73798]","[68842, 68999, 68960, 68757, 68582, 69032, 69107, 68848, 69002, 68521]","[44847, 44280, 44674, 44177, 44677, 44477, 44366, 44618, 44300, 44601]","[45578, 45776, 45551, 45268, 45656, 46046, 45740, 45953, 45652, 45544]","[47485, 47436, 47037, 47311, 47085, 47493, 47423, 47461, 47345, 47368]","[47859, 47140, 47272, 47118, 47503, 47379, 47359, 46868, 47385, 47184]","[46865, 46788, 46800, 46689, 47047, 46780, 46920, 46993, 46842, 47062]","[46319, 46581, 47081, 46893, 47059, 47005, 46833, 46859, 46848, 46840]","[46677, 46995, 46853, 46857, 47027, 46608, 46648, 46621, 47349, 46942]","[46797, 46679, 46428, 46394, 46588, 46592, 46403, 46818, 46394, 46379]","[46389, 46466, 46242, 46581, 46666, 46868, 46575, 46438, 46440, 46757]","[46602, 46478, 46713, 46206, 46164, 46646, 46437, 46560, 46472, 46540]","[46303, 46685, 46780, 46640, 46355, 46141, 46480, 46617, 46314, 46632]","[46387, 46338, 46124, 46391, 46326, 46563, 46408, 46255, 46196, 46095]","[46031, 46343, 46198, 46486, 46039, 46220, 46230, 46081, 45936, 46274]","[46236, 46136, 46270, 45633, 46181, 46468, 46095, 46218, 46408, 45915]","[46193, 46040, 45831, 46130, 45384, 45698, 46388, 46048, 46254, 45792]","[46022, 46109, 46216, 45935, 46349, 46189, 45910, 46051, 45985, 46111]","[45470, 45881, 45936, 46066, 45801, 45869, 46482, 46133, 45334, 45909]","[45817, 46290, 46002, 45975, 46084, 46049, 46079, 46054, 45479, 45512]","[45796, 45711, 45994, 45599, 45894, 46019, 45876, 45446, 45679, 45805]"
4,"[21290, 21415, 21512, 21580, 21543, 21495, 21457, 21729, 21382, 21513]","[20223, 20219, 20129, 20027, 20065, 20092, 20227, 20122, 19994, 20456]","[13029, 13084, 13092, 13051, 13075, 12966, 12870, 12886, 12893, 12883]","[13302, 13610, 13279, 13495, 13184, 13478, 13334, 13217, 13308, 13407]","[13851, 14115, 13839, 13927, 13708, 13840, 13772, 13910, 13745, 13839]","[13751, 13750, 13828, 13718, 13820, 13842, 13867, 14063, 13925, 13939]","[13785, 13726, 13696, 13592, 13773, 13758, 13959, 13529, 13744, 13570]","[13640, 13697, 13525, 13701, 13542, 13593, 13660, 13611, 13762, 13880]","[13790, 13665, 13752, 13522, 13519, 13738, 13574, 13640, 13614, 13607]","[13613, 13573, 13887, 13645, 13633, 13456, 13828, 13692, 13541, 13710]","[13661, 13617, 13684, 13677, 13592, 13732, 13422, 13668, 13541, 13552]","[13447, 13572, 13681, 13581, 13667, 13650, 13544, 13719, 13586, 13845]","[13419, 13493, 13724, 13415, 13628, 13431, 13570, 13804, 13718, 13711]","[13505, 13452, 13615, 13598, 13544, 13613, 13467, 13630, 13666, 13403]","[13410, 13474, 13693, 13672, 13368, 13421, 13433, 13565, 13492, 13549]","[13414, 13449, 13497, 13372, 13556, 13416, 13575, 13685, 13603, 13642]","[13688, 13564, 13434, 13660, 13327, 13204, 13366, 13530, 13362, 13411]","[13641, 13497, 13375, 13568, 13529, 13712, 13549, 13693, 13334, 13400]","[13647, 13488, 13437, 13340, 13594, 13343, 13419, 13539, 13349, 13549]","[13274, 13303, 13453, 13344, 13404, 13419, 13418, 13326, 13549, 13319]","[13413, 13489, 13294, 13491, 13386, 13523, 13215, 13326, 13439, 13423]"
5,"[6339, 6388, 6399, 6238, 6477, 6221, 6412, 6411, 6365, 6202]","[5716, 5873, 5930, 5939, 5858, 5887, 5797, 5927, 5874, 5914]","[3718, 3853, 3768, 3749, 3905, 3775, 3889, 3769, 3761, 3729]","[3930, 3928, 3896, 3925, 3875, 3918, 3834, 3965, 3956, 3834]","[3934, 3951, 4155, 4058, 4052, 3976, 4021, 3977, 3950, 4051]","[4059, 4078, 4101, 4041, 4144, 4047, 4061, 4090, 4077, 4009]","[4008, 4033, 4005, 4042, 4036, 3979, 3905, 3972, 3908, 3960]","[4039, 4102, 4163, 3950, 3984, 4150, 4025, 3927, 4013, 3999]","[4051, 4054, 4038, 3973, 3944, 3990, 4012, 4150, 4073, 3975]","[4039, 3924, 3927, 4002, 4014, 3915, 4047, 3995, 3956, 3877]","[3833, 4078, 3953, 3967, 4075, 4003, 3964, 3988, 3956, 3908]","[3951, 3930, 4103, 3935, 4041, 4006, 4062, 4022, 3943, 3987]","[3915, 3906, 3909, 3898, 3946, 4032, 3872, 3945, 3930, 3990]","[4024, 4033, 3999, 4020, 3926, 3975, 3959, 3931, 3917, 3913]","[4006, 3931, 4001, 3949, 3998, 3955, 3925, 3925, 3994, 3945]","[4036, 3926, 4046, 3875, 3977, 4088, 4041, 3972, 3955, 3963]","[3984, 4104, 4001, 3827, 3924, 3919, 3978, 3897, 3955, 3952]","[3980, 3906, 4033, 3966, 3961, 4007, 3891, 3859, 4045, 3907]","[3966, 3792, 3899, 3971, 3873, 3832, 3850, 3922, 3920, 3927]","[3915, 4012, 3956, 3869, 3936, 3878, 3887, 3862, 4025, 3818]","[3862, 3839, 3856, 3834, 3970, 3969, 3909, 3920, 3939, 3892]"
6,"[1816, 1894, 1842, 1850, 1865, 1797, 1918, 1861, 1862, 1827]","[1730, 1720, 1732, 1709, 1793, 1742, 1635, 1707, 1737, 1708]","[1080, 1091, 1079, 1082, 1089, 1092, 1149, 1086, 1050, 1048]","[1083, 1128, 1103, 1150, 1156, 1089, 1071, 1172, 1148, 1154]","[1215, 1140, 1207, 1163, 1206, 1212, 1284, 1163, 1142, 1173]","[1140, 1152, 1172, 1169, 1138, 1146, 1155, 1129, 1220, 1189]","[1153, 1190, 1149, 1208, 1131, 1228, 1064, 1184, 1120, 1138]","[1164, 1120, 1180, 1168, 1139, 1185, 1183, 1139, 1177, 1129]","[1148, 1141, 1130, 1134, 1154, 1150, 1211, 1178, 1235, 1235]","[1135, 1145, 1150, 1133, 1151, 1097, 1207, 1217, 1147, 1184]","[1164, 1114, 1157, 1082, 1171, 1150, 1168, 1091, 1152, 1156]","[1185, 1201, 1171, 1093, 1163, 1222, 1135, 1066, 1203, 1165]","[1188, 1192, 1244, 1147, 1186, 1197, 1121, 1210, 1177, 1106]","[1147, 1133, 1167, 1101, 1173, 1153, 1145, 1234, 1137, 1150]","[1187, 1146, 1146, 1121, 1125, 1174, 1157, 1155, 1187, 1186]","[1166, 1161, 1125, 1106, 1161, 1201, 1142, 1175, 1139, 1202]","[1182, 1094, 1143, 1137, 1177, 1127, 1179, 1124, 1173, 1176]","[1174, 1259, 1109, 1138, 1159, 1165, 1118, 1120, 1192, 1150]","[1224, 1210, 1201, 1169, 1127, 1093, 1154, 1184, 1105, 1132]","[1071, 1154, 1136, 1119, 1165, 1174, 1145, 1165, 1105, 1126]","[1150, 1173, 1142, 1138, 1123, 1162, 1186, 1157, 1112, 1100]"
7,"[502, 518, 556, 528, 536, 584, 552, 516, 581, 566]","[511, 498, 462, 506, 489, 516, 485, 505, 502, 524]","[333, 320, 320, 292, 333, 321, 322, 330, 295, 318]","[294, 319, 344, 308, 329, 348, 337, 324, 338, 320]","[330, 339, 346, 345, 359, 343, 324, 347, 357, 364]","[372, 366, 339, 349, 354, 348, 350, 346, 376, 341]","[366, 338, 378, 349, 344, 312, 337, 329, 326, 346]","[333, 376, 355, 342, 328, 333, 321, 353, 333, 327]","[359, 344, 313, 347, 355, 361, 334, 349, 378, 352]","[349, 351, 348, 329, 326, 323, 346, 324, 357, 345]","[350, 324, 352, 347, 323, 361, 313, 326, 367, 344]","[329, 359, 331, 315, 335, 345, 324, 312, 342, 375]","[328, 355, 331, 328, 338, 365, 328, 338, 349, 344]","[344, 347, 328, 325, 335, 351, 334, 327, 332, 343]","[323, 324, 321, 320, 320, 329, 357, 307, 318, 363]","[319, 340, 330, 309, 364, 364, 294, 333, 336, 317]","[364, 356, 362, 331, 349, 343, 328, 349, 330, 352]","[366, 272, 338, 328, 356, 359, 305, 334, 348, 368]","[332, 352, 352, 341, 312, 323, 371, 325, 342, 309]","[339, 305, 331, 352, 332, 356, 339, 327, 336, 337]","[355, 315, 337, 338, 346, 346, 349, 319, 303, 309]"
8,"[168, 179, 175, 179, 158, 142, 171, 161, 147, 160]","[129, 139, 146, 150, 136, 138, 144, 159, 143, 142]","[103, 92, 85, 103, 107, 100, 81, 84, 94, 104]","[113, 105, 111, 100, 80, 103, 106, 74, 98, 113]","[105, 94, 79, 99, 102, 105, 98, 103, 113, 99]","[88, 123, 103, 97, 113, 87, 97, 112, 92, 111]","[108, 98, 85, 102, 95, 107, 99, 108, 105, 114]","[94, 101, 124, 92, 117, 105, 108, 112, 112, 105]","[96, 115, 101, 103, 115, 96, 107, 102, 92, 104]","[116, 91, 96, 121, 108, 86, 95, 78, 100, 98]","[106, 97, 93, 115, 103, 97, 102, 95, 78, 109]","[118, 84, 73, 96, 91, 99, 102, 106, 101, 92]","[96, 104, 84, 111, 96, 86, 90, 95, 102, 96]","[91, 113, 103, 110, 95, 118, 101, 117, 91, 99]","[97, 98, 96, 119, 106, 121, 105, 111, 98, 106]","[106, 95, 90, 112, 91, 114, 97, 90, 107, 92]","[105, 115, 90, 98, 101, 95, 103, 97, 107, 102]","[104, 86, 91, 113, 108, 115, 103, 105, 103, 97]","[96, 92, 105, 106, 107, 86, 109, 123, 118, 92]","[100, 96, 114, 90, 96, 112, 101, 97, 89, 81]","[96, 109, 119, 81, 102, 117, 111, 112, 106, 106]"
9,"[60, 50, 49, 51, 35, 51, 46, 39, 47, 48]","[44, 50, 56, 48, 50, 42, 36, 42, 51, 51]","[27, 25, 33, 36, 21, 28, 29, 27, 19, 35]","[30, 30, 20, 42, 21, 31, 38, 31, 33, 36]","[23, 37, 17, 31, 35, 32, 33, 39, 28, 30]","[23, 26, 29, 35, 33, 29, 29, 29, 35, 27]","[20, 28, 25, 35, 26, 19, 40, 27, 30, 29]","[28, 23, 27, 37, 25, 27, 28, 37, 26, 30]","[24, 28, 24, 26, 38, 31, 38, 29, 32, 30]","[36, 24, 26, 29, 24, 24, 35, 25, 25, 24]","[31, 35, 26, 24, 24, 26, 36, 30, 26, 27]","[39, 27, 26, 31, 28, 28, 28, 18, 28, 32]","[35, 30, 30, 26, 23, 27, 23, 27, 21, 21]","[32, 29, 21, 18, 30, 19, 21, 36, 26, 18]","[18, 25, 36, 29, 37, 25, 27, 29, 33, 28]","[32, 25, 31, 37, 33, 27, 29, 31, 16, 22]","[25, 18, 36, 27, 26, 28, 29, 27, 29, 36]","[29, 36, 23, 31, 32, 27, 26, 36, 25, 36]","[29, 20, 31, 31, 25, 34, 32, 30, 25, 25]","[26, 26, 22, 33, 34, 22, 32, 24, 24, 23]","[27, 29, 23, 21, 27, 19, 22, 32, 28, 24]"
10,"[15, 13, 12, 9, 14, 14, 22, 12, 15, 13]","[10, 18, 17, 20, 11, 15, 13, 5, 12, 9]","[5, 6, 5, 9, 8, 5, 8, 12, 6, 10]","[6, 6, 5, 8, 10, 11, 12, 8, 7, 7]","[11, 7, 8, 11, 10, 6, 8, 13, 5, 5]","[8, 7, 8, 9, 9, 7, 4, 8, 6, 5]","[6, 11, 10, 5, 10, 8, 7, 7, 12, 7]","[8, 5, 8, 11, 8, 10, 7, 10, 10, 8]","[9, 10, 5, 11, 6, 5, 4, 8, 7, 9]","[5, 8, 9, 8, 6, 7, 6, 8, 6, 9]","[8, 8, 11, 19, 8, 11, 7, 11, 10, 11]","[3, 7, 13, 5, 4, 9, 7, 2, 7, 10]","[10, 12, 12, 12, 8, 15, 8, 12, 4, 8]","[14, 5, 7, 8, 7, 7, 6, 4, 5, 8]","[10, 7, 10, 11, 8, 6, 10, 6, 9, 8]","[5, 8, 8, 8, 9, 9, 5, 8, 6, 3]","[6, 10, 7, 3, 9, 12, 5, 10, 9, 8]","[10, 5, 10, 9, 9, 6, 8, 6, 7, 6]","[5, 6, 6, 11, 7, 8, 6, 11, 11, 10]","[7, 13, 7, 8, 8, 11, 12, 10, 10, 4]","[8, 11, 9, 8, 4, 6, 9, 8, 4, 12]"
11,"[3, 5, 5, 5, 3, 4, 5, 7, 3, 5]","[3, 6, 3, 5, 1, 5, 5, 3, 4, 2]","[0, 1, 3, 1, 2, 1, 1, 2, 3, 2]","[2, 0, 5, 3, 1, 2, 1, 2, 2, 3]","[4, 4, 3, 6, 1, 1, 1, 4, 3, 2]","[0, 1, 1, 4, 2, 3, 4, 1, 4, 1]","[3, 2, 4, 1, 4, 1, 3, 1, 5, 2]","[2, 5, 3, 6, 6, 3, 1, 7, 2, 4]","[3, 1, 4, 3, 4, 1, 2, 0, 2, 1]","[4, 4, 3, 3, 1, 1, 4, 5, 4, 3]","[1, 1, 4, 3, 1, 2, 2, 4, 2, 1]","[3, 1, 2, 4, 5, 1, 2, 2, 2, 2]","[2, 2, 5, 2, 5, 0, 3, 1, 1, 3]","[2, 1, 2, 4, 1, 6, 0, 3, 0, 2]","[1, 2, 1, 5, 1, 2, 0, 5, 3, 4]","[2, 2, 6, 2, 4, 4, 2, 0, 3, 3]","[5, 1, 1, 3, 2, 4, 3, 4, 8, 3]","[2, 2, 3, 0, 5, 3, 4, 4, 1, 2]","[1, 4, 1, 3, 3, 4, 0, 1, 2, 2]","[1, 1, 5, 6, 1, 4, 0, 3, 2, 2]","[4, 2, 1, 3, 0, 3, 2, 2, 4, 1]"
12,"[1, 1, 1, 1, 1, 3, 0, 0, 1, 0]","[1, 3, 2, 3, 0, 0, 0, 1, 0, 1]","[2, 0, 1, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 1, 0, 0, 1]","[0, 0, 2, 0, 3, 0, 2, 1, 0, 0]","[0, 1, 1, 1, 0, 2, 2, 1, 1, 0]","[0, 0, 1, 0, 1, 2, 0, 0, 0, 1]","[0, 0, 2, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 1, 1, 1, 1, 0]","[3, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[0, 2, 1, 2, 0, 1, 1, 2, 0, 0]","[0, 2, 1, 1, 1, 1, 0, 1, 2, 1]","[2, 0, 1, 1, 1, 1, 0, 0, 2, 0]","[0, 1, 1, 0, 2, 1, 2, 0, 0, 0]","[1, 1, 1, 0, 2, 0, 0, 1, 2, 1]","[1, 1, 1, 2, 0, 0, 0, 0, 0, 1]","[2, 0, 0, 1, 3, 2, 4, 1, 1, 0]","[1, 1, 0, 2, 0, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 2, 0, 1, 0]","[0, 0, 3, 0, 2, 0, 1, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 2, 1, 0]"
