IR count,origin,ID-replicon
417108,obs,chromosome_GCF_017821535.1_ASM1782153v1
433756,sim,chromosome_GCF_017821535.1_ASM1782153v1
434263,sim,chromosome_GCF_017821535.1_ASM1782153v1
432826,sim,chromosome_GCF_017821535.1_ASM1782153v1
434988,sim,chromosome_GCF_017821535.1_ASM1782153v1
432661,sim,chromosome_GCF_017821535.1_ASM1782153v1
432857,sim,chromosome_GCF_017821535.1_ASM1782153v1
434075,sim,chromosome_GCF_017821535.1_ASM1782153v1
431958,sim,chromosome_GCF_017821535.1_ASM1782153v1
432944,sim,chromosome_GCF_017821535.1_ASM1782153v1
433578,sim,chromosome_GCF_017821535.1_ASM1782153v1
1988,obs,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
2060,sim,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
1989,sim,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
2070,sim,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
2102,sim,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
2028,sim,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
2043,sim,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
1994,sim,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
2029,sim,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
2213,sim,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
2048,sim,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
