size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[370, 394, 409, 379, 396, 417, 389, 372, 371, 366]","[408, 408, 419, 387, 418, 443, 433, 386, 421, 410]","[286, 269, 327, 303, 324, 297, 314, 274, 315, 306]","[283, 281, 357, 308, 300, 296, 292, 275, 278, 275]","[296, 300, 288, 289, 278, 290, 315, 283, 275, 265]","[274, 306, 291, 308, 315, 301, 299, 325, 293, 321]","[294, 282, 286, 285, 317, 299, 283, 302, 294, 288]","[301, 303, 308, 309, 287, 328, 315, 284, 284, 306]","[291, 293, 303, 330, 314, 311, 303, 304, 308, 303]","[291, 294, 290, 287, 275, 304, 288, 298, 302, 293]","[317, 309, 315, 322, 299, 257, 319, 293, 301, 301]","[293, 273, 278, 300, 285, 297, 298, 283, 287, 321]","[272, 291, 288, 291, 296, 295, 306, 258, 291, 325]","[315, 315, 295, 287, 295, 302, 299, 288, 312, 306]","[282, 292, 270, 277, 291, 291, 299, 312, 312, 273]","[253, 281, 248, 313, 299, 318, 305, 332, 315, 279]","[273, 283, 269, 293, 295, 299, 266, 295, 294, 306]","[295, 283, 283, 267, 290, 313, 299, 296, 276, 299]","[297, 293, 326, 310, 305, 269, 281, 271, 292, 268]","[267, 289, 297, 265, 301, 282, 259, 287, 306, 298]","[302, 293, 294, 304, 290, 335, 298, 278, 253, 295]"
4,"[111, 89, 112, 105, 113, 111, 101, 116, 106, 107]","[104, 131, 119, 132, 101, 90, 123, 110, 112, 125]","[59, 77, 90, 95, 76, 77, 85, 100, 84, 77]","[82, 108, 86, 96, 83, 80, 85, 79, 81, 75]","[83, 79, 85, 77, 99, 69, 70, 92, 71, 73]","[86, 83, 89, 79, 84, 83, 79, 77, 80, 90]","[90, 86, 82, 90, 84, 89, 89, 69, 94, 85]","[80, 94, 89, 83, 79, 101, 84, 64, 77, 84]","[65, 87, 82, 93, 69, 85, 72, 81, 100, 70]","[88, 67, 82, 90, 75, 93, 87, 72, 98, 101]","[83, 90, 82, 59, 83, 73, 90, 96, 94, 78]","[81, 97, 89, 88, 68, 79, 74, 82, 98, 68]","[78, 90, 92, 83, 66, 92, 75, 84, 72, 91]","[89, 76, 89, 74, 78, 63, 86, 88, 81, 84]","[85, 75, 72, 94, 84, 73, 80, 101, 81, 80]","[85, 82, 83, 96, 97, 86, 74, 69, 79, 74]","[82, 70, 90, 82, 84, 83, 78, 78, 74, 78]","[90, 81, 77, 91, 69, 78, 84, 79, 90, 76]","[70, 88, 76, 80, 102, 83, 80, 91, 65, 79]","[71, 83, 87, 107, 86, 79, 66, 108, 91, 64]","[84, 69, 92, 70, 61, 77, 73, 94, 76, 71]"
5,"[22, 22, 31, 37, 32, 30, 29, 26, 26, 36]","[30, 44, 35, 31, 44, 33, 36, 34, 46, 32]","[31, 25, 28, 15, 32, 26, 18, 22, 21, 24]","[27, 23, 17, 20, 26, 28, 23, 19, 26, 23]","[26, 18, 23, 22, 21, 19, 29, 21, 25, 19]","[22, 19, 22, 24, 29, 20, 32, 18, 16, 40]","[23, 25, 26, 24, 25, 27, 22, 28, 22, 26]","[17, 15, 24, 26, 17, 24, 16, 12, 29, 17]","[34, 17, 24, 21, 23, 24, 21, 22, 24, 29]","[19, 23, 21, 26, 15, 18, 21, 21, 21, 35]","[25, 23, 21, 22, 23, 23, 20, 24, 30, 29]","[23, 24, 19, 27, 19, 25, 29, 23, 24, 18]","[13, 25, 30, 25, 18, 31, 21, 23, 17, 24]","[17, 20, 24, 28, 30, 21, 24, 23, 24, 24]","[30, 22, 31, 35, 30, 20, 25, 23, 19, 22]","[26, 27, 33, 21, 28, 22, 33, 22, 25, 29]","[21, 20, 28, 21, 17, 26, 25, 35, 27, 19]","[25, 29, 15, 25, 28, 23, 23, 25, 22, 22]","[20, 20, 24, 19, 26, 19, 15, 21, 23, 24]","[18, 15, 20, 14, 22, 25, 24, 21, 21, 17]","[29, 21, 17, 20, 18, 23, 22, 24, 26, 25]"
6,"[11, 10, 8, 11, 10, 6, 9, 9, 9, 6]","[4, 14, 5, 6, 5, 10, 10, 7, 7, 14]","[9, 3, 7, 10, 8, 6, 8, 4, 8, 7]","[5, 4, 7, 8, 5, 10, 5, 6, 5, 5]","[8, 6, 5, 6, 7, 6, 3, 5, 6, 3]","[8, 3, 3, 4, 8, 5, 7, 14, 3, 4]","[4, 11, 12, 4, 13, 4, 6, 4, 6, 6]","[6, 6, 5, 11, 4, 13, 9, 9, 8, 9]","[5, 10, 7, 9, 7, 5, 4, 4, 9, 9]","[5, 9, 4, 7, 9, 5, 6, 4, 6, 7]","[5, 7, 5, 6, 2, 10, 6, 0, 4, 6]","[10, 6, 9, 5, 8, 8, 8, 5, 4, 7]","[7, 8, 11, 2, 7, 2, 7, 4, 8, 10]","[8, 6, 9, 10, 5, 6, 6, 11, 6, 5]","[8, 9, 10, 9, 4, 7, 10, 6, 6, 6]","[8, 8, 8, 7, 6, 5, 4, 9, 8, 6]","[6, 8, 7, 3, 10, 9, 6, 5, 4, 6]","[9, 7, 7, 8, 4, 7, 7, 4, 6, 8]","[4, 3, 10, 3, 8, 7, 4, 7, 6, 2]","[9, 11, 5, 4, 4, 5, 8, 8, 6, 5]","[2, 8, 8, 6, 3, 9, 6, 3, 9, 3]"
7,"[7, 3, 3, 2, 5, 2, 5, 1, 6, 4]","[4, 3, 2, 3, 2, 2, 3, 2, 3, 2]","[6, 2, 3, 4, 4, 2, 2, 6, 0, 2]","[5, 1, 2, 1, 0, 5, 3, 2, 0, 0]","[1, 0, 1, 3, 0, 5, 4, 0, 1, 0]","[1, 2, 1, 2, 2, 3, 4, 3, 1, 2]","[2, 2, 4, 2, 4, 3, 2, 2, 3, 0]","[4, 1, 2, 1, 3, 1, 4, 2, 2, 3]","[3, 2, 0, 3, 0, 3, 2, 4, 2, 2]","[0, 1, 0, 1, 1, 0, 2, 2, 1, 2]","[1, 1, 2, 2, 1, 0, 1, 0, 4, 1]","[1, 2, 0, 2, 0, 0, 2, 2, 1, 2]","[2, 1, 1, 3, 1, 1, 2, 1, 0, 2]","[2, 1, 3, 1, 1, 0, 3, 2, 2, 0]","[0, 0, 1, 0, 4, 0, 3, 5, 1, 5]","[2, 4, 2, 2, 2, 3, 3, 1, 2, 1]","[3, 0, 2, 1, 5, 1, 2, 2, 2, 3]","[1, 2, 0, 0, 3, 1, 1, 1, 3, 5]","[4, 1, 1, 1, 0, 1, 2, 0, 2, 3]","[6, 1, 0, 1, 0, 6, 2, 1, 4, 3]","[3, 3, 3, 2, 1, 4, 4, 3, 3, 1]"
8,"[1, 0, 2, 0, 2, 1, 1, 1, 0, 1]","[0, 2, 1, 0, 1, 0, 1, 1, 1, 2]","[1, 0, 0, 0, 0, 1, 2, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]","[1, 0, 1, 1, 0, 2, 1, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 3, 1, 0]","[1, 0, 0, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 2, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 2, 0, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 0, 2, 0]","[1, 0, 1, 2, 0, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 0, 1, 2, 1]","[0, 0, 1, 0, 1, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1, 3, 1]","[0, 0, 1, 0, 2, 2, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 2, 2, 2, 0, 4]","[0, 0, 1, 2, 2, 0, 0, 0, 2, 0]","[2, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
9,"[0, 0, 1, 0, 2, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
10,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
