size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[73772, 73662, 74027, 74595, 73509, 73955, 74114, 73684, 73869, 74061]","[70107, 69781, 70361, 70084, 70339, 70181, 70242, 70512, 70235, 70216]","[45988, 45874, 45883, 45658, 46068, 45798, 45862, 45654, 45511, 46099]","[47494, 47608, 47698, 47076, 47153, 47695, 47749, 47771, 47585, 47544]","[49312, 49617, 49109, 49346, 49482, 49950, 49117, 49083, 49353, 49338]","[48684, 48726, 48818, 48738, 48805, 49003, 48829, 48319, 49138, 48879]","[48034, 48595, 48252, 48521, 48107, 47670, 48571, 48442, 48062, 48544]","[48222, 48217, 48591, 48127, 48119, 48386, 48114, 48450, 48335, 48267]","[48520, 48396, 48566, 48266, 48628, 48718, 48479, 48485, 48095, 48685]","[48166, 48953, 47906, 48156, 47600, 48469, 48236, 48214, 48085, 48201]","[48311, 47867, 48134, 48054, 48051, 48310, 48164, 48295, 47973, 48346]","[47983, 48271, 47763, 48089, 48223, 47963, 48195, 48414, 48176, 47865]","[48053, 47976, 48409, 48104, 48075, 48070, 47846, 47920, 48063, 47796]","[47981, 47828, 48257, 48097, 48118, 47848, 48062, 48258, 47769, 47977]","[47804, 48004, 48208, 47792, 47846, 48113, 47854, 47876, 48169, 47952]","[48135, 47855, 47947, 48202, 47760, 47948, 47585, 48160, 48228, 47950]","[47740, 47741, 47652, 48027, 47828, 47841, 48025, 47780, 47721, 47477]","[48043, 47576, 47806, 47618, 47935, 47812, 47878, 47815, 47693, 47754]","[47851, 47435, 47660, 47602, 47615, 47683, 47706, 48047, 47589, 48005]","[47726, 47438, 47613, 47311, 47756, 47622, 47862, 47576, 47529, 47833]","[47322, 47964, 47313, 47639, 47465, 47254, 47414, 47266, 47643, 47531]"
4,"[20894, 20832, 20917, 20918, 20878, 20781, 20619, 20775, 20989, 20790]","[19964, 19930, 20034, 20183, 19831, 19975, 20252, 20087, 20381, 19847]","[12945, 12882, 13088, 12840, 13141, 13050, 12983, 12792, 12869, 13019]","[13326, 13535, 13501, 13390, 13331, 13335, 13257, 13373, 13499, 13352]","[13921, 14363, 13913, 13937, 13991, 14178, 14009, 13670, 14026, 13995]","[13822, 13837, 13970, 13902, 13935, 13919, 13915, 13679, 13886, 13864]","[13694, 13857, 13667, 13626, 13897, 13776, 13649, 13820, 13731, 13555]","[13773, 13818, 13732, 13638, 13697, 13864, 13568, 13701, 13598, 13754]","[13785, 13689, 13693, 13835, 13772, 13706, 13799, 13671, 13757, 13709]","[13717, 13654, 13694, 13628, 13577, 13590, 13608, 13689, 13718, 13658]","[13874, 13761, 13545, 13415, 13741, 13592, 13512, 13777, 13737, 13514]","[13709, 13593, 13453, 13765, 13933, 13795, 13805, 13670, 13573, 13829]","[13582, 13682, 13739, 13720, 13615, 13669, 13600, 13623, 13482, 13610]","[13705, 13511, 13564, 13657, 13683, 13499, 13519, 13562, 13461, 13560]","[13394, 13672, 13701, 13407, 13396, 13638, 13594, 13793, 13694, 13655]","[13765, 13671, 13381, 13614, 13726, 13575, 13795, 13759, 13864, 13598]","[13503, 13681, 13436, 13644, 13611, 13418, 13416, 13356, 13408, 13469]","[13402, 13464, 13430, 13654, 13508, 13732, 13381, 13395, 13514, 13352]","[13436, 13495, 13462, 13665, 13409, 13361, 13238, 13278, 13870, 13564]","[13419, 13690, 13588, 13490, 13445, 13651, 13521, 13337, 13503, 13508]","[13499, 13381, 13441, 13503, 13436, 13438, 13424, 13546, 13601, 13466]"
5,"[5943, 5965, 5953, 5847, 6032, 6007, 5943, 5786, 5971, 5998]","[5744, 5624, 5644, 5664, 5564, 5729, 5678, 5778, 5636, 5748]","[3720, 3637, 3658, 3670, 3718, 3693, 3669, 3696, 3648, 3681]","[3692, 3831, 3755, 3804, 3839, 3699, 3696, 3972, 3853, 3804]","[3882, 3996, 4051, 4063, 3892, 4094, 4099, 3999, 3942, 3945]","[3899, 3954, 3881, 3961, 3940, 3955, 3972, 3894, 3905, 3987]","[3953, 3933, 3942, 3746, 3953, 3838, 3913, 3858, 3800, 3925]","[3984, 3895, 3896, 3921, 3900, 3977, 3769, 3941, 3940, 3941]","[3848, 3825, 3895, 3936, 3956, 4002, 3911, 3864, 4079, 3847]","[3895, 3981, 3795, 3892, 3852, 3827, 3844, 3891, 3929, 3791]","[3903, 3719, 3889, 3961, 3829, 3816, 3917, 3876, 3879, 3922]","[3933, 3916, 3879, 3896, 3794, 3749, 4006, 3932, 3956, 3858]","[3916, 3865, 3951, 3737, 3789, 3883, 3854, 3931, 3852, 3858]","[3801, 3904, 3845, 3745, 3942, 3821, 3846, 3850, 3950, 3846]","[3863, 3822, 3864, 3835, 3828, 3864, 3944, 3860, 3884, 3853]","[3782, 3836, 3791, 3896, 3828, 3828, 3907, 3932, 3846, 3848]","[3786, 3839, 3820, 3841, 3836, 3831, 3793, 3778, 3911, 3949]","[3824, 3884, 3833, 3756, 3906, 3831, 3885, 3821, 3887, 3774]","[3782, 3837, 3798, 3878, 3826, 3978, 3826, 3788, 3803, 3824]","[3834, 3910, 3721, 3792, 3903, 3781, 3824, 3762, 3795, 3816]","[3804, 3670, 3760, 3942, 3869, 3946, 3825, 3843, 3806, 3834]"
6,"[1611, 1735, 1710, 1626, 1723, 1666, 1679, 1726, 1703, 1669]","[1631, 1715, 1627, 1565, 1597, 1625, 1670, 1660, 1655, 1638]","[1008, 1037, 1045, 1036, 1107, 1040, 1059, 1089, 1136, 1040]","[1080, 1005, 1086, 1096, 1040, 1057, 1128, 1039, 1069, 1126]","[1164, 1089, 1133, 1115, 1146, 1201, 1141, 1091, 1100, 1136]","[1138, 1089, 1154, 1131, 1119, 1110, 1105, 1180, 1089, 1075]","[1103, 1075, 1107, 1096, 1077, 1096, 1172, 1077, 1120, 1083]","[1140, 1113, 1125, 1121, 1098, 1089, 1110, 1083, 1143, 1149]","[1123, 1016, 1068, 1113, 1135, 1126, 1087, 1160, 1141, 1127]","[1108, 1129, 1085, 1126, 1164, 1070, 1101, 1152, 1117, 1162]","[1131, 1153, 1126, 1084, 1124, 1085, 1098, 1107, 1132, 1131]","[1115, 1122, 1129, 1129, 1075, 1071, 1136, 1119, 1129, 1026]","[1105, 1090, 1080, 1079, 1151, 1116, 1064, 1173, 1145, 1094]","[1136, 1072, 1078, 1038, 1088, 1081, 1050, 1119, 1086, 1165]","[1096, 1100, 1099, 1056, 1101, 1135, 1141, 1146, 1083, 1107]","[1099, 1024, 1114, 1128, 1106, 1089, 1114, 1087, 1160, 1074]","[1091, 1092, 1068, 1073, 1142, 1091, 1127, 1129, 1105, 1161]","[1089, 1115, 1083, 1104, 1105, 1143, 1039, 1077, 1158, 1177]","[1084, 1099, 1101, 1096, 1146, 1088, 1146, 1057, 1095, 1043]","[1098, 1106, 1100, 1059, 1104, 1087, 1117, 1125, 1041, 1105]","[1110, 1075, 1111, 1093, 1072, 1050, 1137, 1038, 1099, 1095]"
7,"[485, 539, 516, 468, 502, 475, 459, 505, 503, 483]","[494, 443, 503, 415, 473, 427, 502, 414, 449, 498]","[304, 279, 293, 298, 291, 275, 274, 300, 309, 295]","[315, 329, 295, 297, 335, 296, 274, 306, 308, 301]","[342, 347, 310, 343, 334, 331, 334, 326, 339, 326]","[306, 299, 333, 317, 313, 321, 289, 298, 293, 325]","[309, 316, 321, 352, 309, 344, 308, 317, 316, 294]","[302, 299, 286, 288, 304, 294, 320, 327, 310, 318]","[324, 314, 307, 314, 313, 335, 337, 310, 295, 309]","[322, 316, 325, 312, 331, 297, 327, 341, 333, 324]","[299, 327, 325, 306, 325, 302, 307, 326, 332, 327]","[329, 322, 312, 326, 282, 297, 283, 319, 297, 326]","[318, 290, 294, 298, 338, 299, 343, 320, 286, 307]","[318, 299, 316, 333, 282, 310, 356, 334, 339, 317]","[313, 313, 292, 310, 325, 295, 308, 295, 298, 278]","[348, 340, 301, 315, 292, 312, 324, 326, 279, 297]","[322, 303, 294, 292, 304, 331, 307, 340, 319, 311]","[323, 313, 325, 316, 292, 330, 329, 317, 310, 329]","[320, 316, 265, 327, 346, 321, 286, 316, 307, 341]","[310, 333, 321, 329, 343, 312, 316, 316, 290, 311]","[302, 294, 317, 293, 313, 351, 331, 286, 322, 288]"
8,"[141, 145, 131, 149, 159, 137, 122, 157, 110, 141]","[160, 116, 140, 137, 131, 143, 148, 147, 137, 122]","[76, 91, 71, 78, 93, 72, 85, 81, 87, 97]","[79, 84, 82, 78, 100, 91, 75, 96, 91, 86]","[86, 103, 84, 114, 104, 103, 86, 102, 104, 99]","[61, 95, 90, 86, 93, 83, 84, 93, 92, 73]","[102, 83, 95, 90, 68, 99, 75, 75, 86, 69]","[80, 84, 98, 92, 84, 98, 98, 87, 96, 76]","[93, 99, 80, 92, 95, 88, 93, 85, 86, 84]","[91, 86, 81, 96, 95, 89, 95, 68, 99, 97]","[110, 90, 94, 94, 85, 102, 92, 100, 86, 99]","[92, 91, 89, 93, 98, 85, 101, 80, 99, 79]","[90, 83, 94, 87, 94, 105, 90, 101, 80, 86]","[83, 132, 103, 88, 87, 91, 93, 90, 91, 90]","[79, 86, 69, 75, 92, 104, 102, 93, 96, 75]","[90, 60, 80, 90, 85, 95, 75, 88, 87, 88]","[76, 88, 90, 87, 91, 102, 92, 101, 111, 91]","[99, 92, 92, 100, 107, 90, 70, 83, 105, 108]","[93, 74, 76, 95, 97, 93, 79, 105, 82, 103]","[107, 81, 105, 90, 85, 101, 95, 84, 114, 87]","[91, 79, 91, 109, 99, 82, 87, 97, 97, 81]"
9,"[26, 39, 44, 53, 47, 43, 39, 36, 37, 48]","[43, 28, 46, 40, 43, 40, 48, 39, 47, 43]","[28, 27, 34, 24, 27, 26, 29, 18, 22, 19]","[25, 32, 20, 22, 29, 24, 39, 30, 23, 22]","[25, 17, 30, 20, 21, 25, 23, 26, 33, 23]","[29, 35, 32, 30, 29, 24, 25, 25, 22, 28]","[16, 26, 32, 23, 22, 30, 33, 32, 30, 26]","[33, 24, 29, 28, 38, 30, 23, 29, 22, 22]","[32, 24, 21, 29, 29, 23, 25, 21, 21, 28]","[26, 28, 27, 32, 39, 23, 29, 19, 32, 28]","[25, 29, 30, 21, 22, 25, 26, 28, 28, 24]","[25, 33, 18, 17, 29, 25, 30, 27, 14, 30]","[31, 25, 18, 31, 33, 22, 29, 31, 24, 36]","[33, 23, 26, 20, 27, 18, 26, 23, 28, 28]","[22, 23, 29, 23, 26, 20, 32, 31, 21, 31]","[30, 24, 29, 21, 23, 26, 16, 26, 22, 22]","[25, 27, 26, 20, 19, 35, 22, 21, 23, 36]","[23, 22, 30, 31, 26, 18, 23, 22, 31, 29]","[25, 30, 32, 26, 30, 19, 31, 24, 30, 29]","[21, 29, 19, 18, 30, 26, 29, 24, 29, 41]","[28, 38, 36, 26, 25, 21, 33, 34, 25, 31]"
10,"[8, 9, 13, 12, 10, 13, 15, 11, 17, 13]","[6, 10, 15, 10, 22, 9, 12, 5, 12, 10]","[4, 6, 8, 9, 11, 6, 6, 9, 4, 7]","[6, 7, 11, 12, 8, 6, 11, 4, 11, 8]","[7, 8, 8, 4, 5, 9, 10, 12, 9, 13]","[10, 5, 6, 5, 11, 6, 3, 7, 8, 9]","[10, 7, 6, 7, 9, 2, 7, 7, 5, 6]","[10, 8, 5, 4, 9, 9, 7, 8, 6, 8]","[5, 10, 6, 6, 5, 4, 12, 13, 11, 8]","[6, 9, 4, 5, 10, 6, 7, 8, 5, 3]","[8, 9, 5, 7, 10, 6, 8, 9, 7, 11]","[5, 10, 11, 11, 8, 4, 10, 7, 7, 6]","[5, 8, 5, 11, 5, 10, 6, 6, 4, 6]","[4, 7, 12, 13, 8, 9, 11, 11, 12, 8]","[7, 5, 10, 6, 6, 5, 7, 11, 7, 11]","[8, 5, 4, 6, 5, 10, 7, 6, 7, 7]","[6, 5, 10, 2, 5, 9, 7, 9, 9, 9]","[8, 4, 8, 3, 8, 7, 3, 8, 3, 6]","[5, 4, 3, 6, 5, 5, 11, 9, 5, 5]","[6, 2, 7, 8, 4, 8, 13, 10, 9, 7]","[8, 8, 6, 6, 9, 7, 5, 4, 5, 9]"
11,"[0, 3, 2, 1, 2, 2, 3, 4, 3, 3]","[5, 3, 3, 2, 6, 4, 0, 2, 2, 7]","[1, 2, 1, 3, 1, 2, 1, 2, 0, 1]","[1, 3, 3, 1, 0, 2, 3, 4, 2, 2]","[3, 1, 3, 2, 7, 5, 0, 5, 1, 4]","[2, 8, 2, 1, 3, 0, 3, 1, 1, 1]","[6, 1, 2, 3, 2, 2, 2, 0, 1, 3]","[2, 2, 0, 1, 1, 3, 0, 2, 2, 3]","[0, 3, 3, 3, 3, 2, 0, 1, 1, 3]","[1, 1, 3, 3, 2, 1, 3, 2, 2, 4]","[2, 1, 4, 0, 5, 1, 0, 4, 2, 3]","[5, 3, 3, 5, 4, 2, 0, 2, 3, 2]","[2, 0, 3, 4, 5, 1, 4, 3, 3, 2]","[1, 3, 1, 3, 4, 1, 1, 3, 4, 3]","[3, 0, 3, 3, 1, 2, 3, 5, 3, 1]","[2, 1, 1, 2, 0, 3, 1, 1, 7, 3]","[2, 1, 2, 4, 1, 3, 3, 1, 1, 2]","[1, 1, 4, 1, 0, 2, 6, 1, 3, 3]","[2, 3, 2, 4, 0, 2, 1, 2, 2, 1]","[4, 2, 5, 2, 3, 0, 2, 2, 4, 1]","[0, 5, 2, 2, 1, 4, 4, 1, 1, 3]"
12,"[1, 0, 1, 1, 1, 1, 0, 3, 3, 3]","[1, 1, 1, 0, 1, 3, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 2, 1, 0]","[0, 0, 1, 0, 1, 2, 1, 1, 1, 1]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[3, 0, 1, 0, 0, 0, 1, 1, 1, 3]","[0, 0, 1, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 1, 2, 0, 1]","[2, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 3, 1, 1, 1, 0, 2]","[1, 0, 1, 0, 0, 2, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 2, 1, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 1]","[0, 1, 0, 0, 1, 1, 0, 2, 0, 0]","[0, 0, 1, 0, 1, 1, 1, 1, 1, 2]","[0, 0, 0, 1, 1, 0, 0, 1, 3, 0]"
